Apr 02 13:36:35.449 VTTY: Console port: waiting connection on tcp port 5011 for protocol IPv6 (FD 11)
Apr 02 13:36:35.449 VTTY: Console port: waiting connection on tcp port 5011 for protocol IPv4 (FD 12)
Apr 02 13:36:35.476 slot0: C/H/S settings = 0/4/32
Apr 02 13:36:35.476 slot1: C/H/S settings = 0/4/32
Apr 02 13:36:35.742 C3745_BOOT: starting instance (CPU0 PC=0xffffffffbfc00000,idle_pc=0x60aa1da0,JIT on)
Apr 02 13:36:35.742 CPU0: CPU_STATE: Starting CPU (old state=2)...
Apr 02 13:36:35.874 ROM: Microcode has started.
Apr 02 13:36:35.875 ROM: trying to read bootvar 'WARM_REBOOT'
Apr 02 13:36:35.876 CPU0: IO_FPGA: write to unknown addr 0x30, value=0x0, pc=0xffffffff80a99108 (size=1)
Apr 02 13:36:35.876 CPU0: IO_FPGA: read from unknown addr 0x30, pc=0xffffffff80a9911c (size=1)
Apr 02 13:36:35.904 CPU0: IO_FPGA: read from unknown addr 0x6, pc=0x6026e48c (size=2)
Apr 02 13:36:35.905 CPU0: IO_FPGA: read from unknown addr 0x10000a, pc=0x60275d88 (size=2)
Apr 02 13:36:35.905 CPU0: IO_FPGA: write to unknown addr 0x10000a, value=0x0, pc=0x60275d98 (size=2)
Apr 02 13:36:35.905 ROM: unhandled syscall 0x00000047 at pc=0x60a9a89c (a1=0x80007db4,a2=0x00000010,a3=0xbfb00000)
Apr 02 13:36:36.186 ROM: trying to read bootvar 'RANDOM_NUM'
Apr 02 13:36:36.201 CPU0: IO_FPGA: write to unknown addr 0x2e, value=0x20, pc=0x6028323c (size=2)
Apr 02 14:55:34.538 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:55:35.309 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:55:36.004 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:55:36.688 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:55:37.404 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:55:38.119 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:55:38.825 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:55:39.570 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:55:40.300 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:55:41.029 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:55:41.725 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:55:42.426 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:55:43.156 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:55:43.885 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:55:44.615 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:55:45.240 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:55:45.987 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:55:46.683 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:55:47.383 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:55:48.040 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:55:48.740 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:55:49.484 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:55:50.256 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:55:50.971 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:55:51.685 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:55:52.370 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:55:53.158 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:55:53.874 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:55:54.588 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:55:55.302 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:55:56.001 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:55:56.713 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:55:57.397 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:55:58.128 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:55:58.828 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:55:59.558 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:56:00.349 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:56:01.047 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:56:01.836 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:56:02.473 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:56:03.144 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:56:03.872 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:56:04.570 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:56:05.223 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:56:05.936 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:56:06.684 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:56:07.410 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:56:08.094 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:56:08.827 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:56:09.514 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:56:10.273 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:56:10.958 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:56:11.659 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:56:12.363 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:56:13.066 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:56:13.801 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:56:14.529 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:56:15.227 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:56:15.970 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:56:16.619 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:56:17.272 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:56:17.990 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:56:18.719 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:56:19.406 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:56:20.120 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:56:20.834 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:56:21.577 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:56:22.275 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:56:23.004 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:56:23.674 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:56:24.404 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:56:25.108 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:56:25.805 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:56:26.533 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:56:27.250 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:56:27.936 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:56:28.664 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:56:29.379 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:56:30.110 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:56:30.792 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:56:31.478 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:56:32.194 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:56:32.953 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:56:33.622 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:56:34.342 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:56:35.076 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:56:35.823 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:56:36.536 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:56:37.238 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:56:37.959 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:56:38.658 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:56:39.416 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:56:40.074 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:56:40.806 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:56:41.534 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:56:42.207 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:56:42.939 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:56:43.690 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:56:44.407 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:56:45.029 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:56:45.671 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:56:46.447 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:56:47.208 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:56:47.879 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:56:48.615 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:56:49.360 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:56:50.076 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:56:50.819 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:56:51.611 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:56:52.298 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:56:53.032 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:56:53.775 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:56:54.551 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:56:55.281 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:56:55.982 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:56:56.672 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:56:57.417 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:56:58.087 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:56:58.833 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:56:59.507 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:57:00.191 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:57:00.920 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:57:01.635 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:57:02.365 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:57:03.038 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:57:03.767 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:57:04.512 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:57:05.169 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:57:05.916 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:57:06.650 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:57:07.395 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:57:08.085 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:57:08.787 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:57:09.489 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:57:10.237 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:57:10.924 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:57:11.670 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:57:12.358 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:57:13.016 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:57:13.703 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:57:14.387 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:57:15.090 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:57:15.819 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:57:16.520 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:57:17.281 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:57:18.000 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:57:18.689 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:57:19.419 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:57:20.111 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:57:20.799 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:57:21.545 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:57:22.249 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:57:22.995 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:57:23.767 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:57:24.502 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:57:25.187 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:57:25.890 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:57:26.607 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:57:27.310 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:57:27.978 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:57:28.606 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:57:29.338 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:57:30.085 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:57:30.784 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:57:31.575 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:57:32.262 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:57:33.036 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:57:33.724 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:57:34.430 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:57:35.190 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:57:35.923 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:57:36.628 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:57:37.342 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:57:38.104 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:57:38.790 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:57:39.479 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:57:40.227 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:57:40.944 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:57:41.720 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:57:42.359 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:57:43.030 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:57:43.807 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:57:44.510 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:57:45.240 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:57:45.940 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:57:46.684 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:57:47.427 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:57:48.082 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:57:48.843 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:57:49.548 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:57:50.280 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:57:50.903 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:57:51.483 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:57:52.045 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:57:52.669 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:57:53.326 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:57:53.986 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:57:54.703 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:57:55.464 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:57:56.183 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:57:56.796 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:57:57.500 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:57:58.203 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:57:58.875 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:57:59.654 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:58:00.338 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:58:01.072 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:58:01.755 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:58:02.442 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:58:03.188 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:58:03.921 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:58:04.637 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:58:05.369 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:58:06.039 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:58:06.769 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:58:07.486 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:58:08.205 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:58:08.891 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:58:09.635 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:58:10.364 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:58:11.010 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:58:11.743 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:58:12.523 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:58:13.193 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:58:13.898 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:58:14.644 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:58:15.363 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:58:16.053 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:58:16.832 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:58:17.520 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:58:18.239 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:58:18.891 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:58:19.611 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:58:20.312 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 14:58:21.045 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
